host_name,host_acceptance_rate,host_total_listings_count,neighbourhood,neighbourhood_group,latitude,longitude,room_type,max_capacity,bathrooms,bathrooms_text,bedrooms,price,number_of_reviews,rating,accuracy,cleanliness,communication,location,value
Yessica,98,5.0,Washington Heights,Manhattan,40.85222904979996,-73.93081376376453,Entire home/apt,8,1.0,1 bath,3.0,186.0,32,4.78,4.88,4.75,4.94,4.16,4.72
Patricia,98,1.0,Bushwick,Brooklyn,40.69023617684484,-73.91984136701393,Private room,4,1.0,1 shared bath,1.0,114.0,49,4.67,4.71,4.69,4.85,4.58,4.5
Dorit,100,44.0,Bay Ridge,Brooklyn,40.6237920367814,-74.02839542028835,Entire home/apt,2,1.0,1 bath,1.0,150.0,3,4.67,5.0,5.0,5.0,4.0,5.0
Christine,100,2.0,South Ozone Park,Queens,40.669598,-73.793243,Private room,1,1.0,1 shared bath,1.0,148.0,14,4.43,4.57,4.43,4.57,4.5,4.43
Mari J,100,4.0,Flatbush,Brooklyn,40.64064,-73.961639,Shared room,2,1.0,1 shared bath,1.0,29.0,234,4.73,4.76,4.74,4.82,4.73,4.7
Omar,95,1.0,Bedford-Stuyvesant,Brooklyn,40.6926074,-73.9414741,Private room,4,1.0,1 shared bath,1.0,125.0,13,5.0,4.85,4.92,5.0,4.77,5.0
Melbourne,100,1.0,Flatbush,Brooklyn,40.6343,-73.96441,Private room,2,1.0,1 private bath,1.0,85.0,320,4.91,4.94,4.91,4.96,4.84,4.89
Hiroki,88,372.0,Jackson Heights,Queens,40.74945,-73.89561,Private room,1,1.0,1 shared bath,1.0,40.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Stay With Vibe,74,330.0,Nolita,Manhattan,40.723645554592565,-73.9951103112477,Entire home/apt,2,1.0,1 bath,1.0,121.0,1,4.0,5.0,5.0,5.0,5.0,5.0
Tiffany,86,3.0,Carroll Gardens,Brooklyn,40.68478,-73.98971,Private room,2,1.0,1 shared bath,1.0,220.0,24,4.92,4.96,4.71,4.96,4.92,4.79
Omar,75,2.0,Van Nest,Bronx,40.84729,-73.86173,Entire home/apt,2,1.0,1 bath,1.0,500.0,5,5.0,5.0,4.4,5.0,5.0,5.0
David,100,97.0,Ditmars Steinway,Queens,40.77982,-73.9064,Private room,2,2.0,2 shared baths,1.0,50.0,27,4.78,4.93,4.78,4.93,4.85,4.78
Vk,100,39.0,Hell's Kitchen,Manhattan,40.75279,-73.99365,Private room,6,1.0,1 private bath,0.0,424.0,46,4.39,4.33,4.41,4.39,4.76,4.35
N,38,1.0,Lower East Side,Manhattan,40.71353,-73.9848,Entire home/apt,3,1.0,1 bath,1.0,300.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Nomad,95,59.0,Midtown,Manhattan,40.74745,-73.98874,Entire home/apt,4,1.0,1 bath,0.0,170.0,155,4.56,4.67,4.55,4.83,4.9,4.4
Hugh,81,1.0,Tribeca,Manhattan,40.71705,-74.00511,Entire home/apt,2,1.0,1 bath,1.0,325.0,164,4.88,4.88,4.88,4.95,4.93,4.68
Junior,88,22.0,Mount Hope,Bronx,40.8507,-73.90823,Private room,2,1.0,1 shared bath,1.0,129.0,35,4.49,4.57,4.57,4.66,4.49,4.34
Millennium Broadway,94,16.0,Theater District,Manhattan,40.75821,-73.98598,Private room,2,1.0,1 private bath,1.0,239.0,691,4.3,4.23,4.24,4.35,4.77,4.2
Benjamin,72,5.0,Sunset Park,Brooklyn,40.66512680053711,-73.99395751953125,Entire home/apt,4,2.0,2 baths,1.0,125.0,15,4.87,4.93,4.93,4.93,4.57,4.57
Leigh,100,1.0,Hell's Kitchen,Manhattan,40.75757,-73.98962,Private room,2,1.0,1 shared bath,1.0,147.0,100,4.92,4.97,4.85,4.98,4.99,4.85
Anthony,100,2.0,Clinton Hill,Brooklyn,40.68613,-73.9643,Entire home/apt,4,1.5,1.5 baths,2.0,366.0,5,5.0,5.0,5.0,5.0,5.0,4.8
Concorde Hotel,58,8.0,Midtown,Manhattan,40.7600087,-73.9704053,Private room,2,1.0,1 private bath,1.0,288.0,1,5.0,5.0,5.0,5.0,5.0,3.0
Abass,97,7.0,Crown Heights,Brooklyn,40.67459,-73.90974,Entire home/apt,5,1.0,1 bath,1.0,99.0,49,4.65,4.73,4.71,4.86,4.12,4.61
Yumi,86,4.0,Midtown,Manhattan,40.764608049852654,-73.98439704261631,Shared room,2,1.0,1 shared bath,1.0,74.0,38,4.76,4.7,4.65,4.81,5.0,4.73
Barry,50,47.0,Upper West Side,Manhattan,40.7758428,-73.9805925,Entire home/apt,3,1.0,1 bath,1.0,110.0,2,5.0,5.0,5.0,5.0,5.0,5.0
Bing,100,19.0,Flushing,Queens,40.75203,-73.81512,Private room,2,2.0,2 shared baths,1.0,65.0,198,4.61,4.71,4.59,4.83,4.71,4.66
Elizabeth,80,3.0,Williamsburg,Brooklyn,40.71831,-73.95713,Entire home/apt,4,1.0,1 bath,2.0,500.0,5,5.0,5.0,5.0,5.0,5.0,4.8
Jack,96,11.0,Lower East Side,Manhattan,40.71671,-73.98872,Private room,2,1.0,1 shared bath,1.0,97.0,8,4.75,4.63,5.0,4.75,4.88,4.63
Andrij,50,2.0,Park Slope,Brooklyn,40.66943,-73.98188,Entire home/apt,5,2.0,2 baths,4.0,433.0,3,5.0,5.0,5.0,5.0,5.0,5.0
Eibhlin,60,49.0,Bedford-Stuyvesant,Brooklyn,40.68901,-73.92859,Private room,1,2.0,2 shared baths,1.0,37.0,1,1.0,2.0,1.0,4.0,3.0,1.0
Moxy NYC Downtown,100,7.0,Financial District,Manhattan,40.71119,-74.00698,Entire home/apt,2,1.0,1 bath,1.0,203.0,1,1.0,1.0,1.0,1.0,1.0,1.0
Waleed,96,15.0,Silver Lake,Staten Island,40.61842,-74.10242,Private room,2,1.0,1 private bath,1.0,102.0,130,4.85,4.9,4.78,4.97,4.91,4.87
John Hotel,99,5.0,Flushing,Queens,40.76029,-73.83437,Private room,2,1.0,1 private bath,1.0,171.0,1,3.0,4.0,4.0,4.0,4.0,4.0
Claude,100,6.0,Bedford-Stuyvesant,Brooklyn,40.68229,-73.93172,Entire home/apt,2,1.0,1 bath,1.0,125.0,14,4.71,4.71,4.79,4.93,4.86,4.64
Bernadene,100,2.0,West Village,Manhattan,40.72956,-74.00513,Entire home/apt,2,1.0,1 bath,1.0,175.0,10,4.6,4.9,4.5,4.9,5.0,4.7
Raymond,98,1.0,College Point,Queens,40.78470035435169,-73.8578006853152,Entire home/apt,5,2.0,2 baths,2.0,206.0,25,4.8,4.72,4.75,4.92,4.4,4.76
Jose,99,10.0,Sunnyside,Queens,40.73517,-73.92008,Private room,1,1.0,1 shared bath,1.0,44.0,83,4.69,4.76,4.57,4.82,4.8,4.64
David And Mila,99,4.0,Astoria,Queens,40.77022,-73.92686,Private room,2,1.0,1 shared bath,1.0,114.0,21,4.76,4.95,4.76,4.95,4.71,4.67
John,100,2.0,Arverne,Queens,40.58783,-73.79603,Entire home/apt,6,2.0,2 baths,3.0,1129.0,39,4.9,4.87,4.95,4.82,4.87,4.77
Femala,83,8.0,Harlem,Manhattan,40.825322602076575,-73.94390082043807,Entire home/apt,4,1.0,1 bath,1.0,147.0,75,4.59,4.65,4.65,4.79,4.52,4.63
Jason,100,2.0,Williamsburg,Brooklyn,40.70386,-73.94274,Entire home/apt,2,1.0,1 bath,1.0,121.0,26,4.81,4.77,4.77,4.92,4.92,4.69
Ervis,98,7.0,West Brighton,Staten Island,40.63282,-74.11378,Private room,1,1.0,1 shared bath,1.0,49.0,4,5.0,5.0,5.0,5.0,5.0,5.0
Seth,78,3.0,South Slope,Brooklyn,40.66902,-73.98884,Entire home/apt,3,1.0,1 bath,2.0,139.0,21,4.95,5.0,4.67,5.0,5.0,5.0
Alex,73,24.0,Harlem,Manhattan,40.81584,-73.94056,Private room,2,1.0,1 shared bath,1.0,40.0,2,5.0,5.0,5.0,5.0,5.0,3.5
Shujuan,100,5.0,Briarwood,Queens,40.71218780477515,-73.81260055024275,Private room,1,1.5,1.5 shared baths,1.0,69.0,2,5.0,5.0,5.0,5.0,5.0,5.0
Terri Anne,86,4.0,Jamaica,Queens,40.69131,-73.80846,Private room,2,1.0,1 shared bath,1.0,28.0,4,4.0,4.0,4.0,4.0,4.0,4.0
Fenix,71,28.0,Nolita,Manhattan,40.722832,-73.996246,Entire home/apt,2,1.0,1 bath,0.0,169.0,9,5.0,5.0,5.0,5.0,5.0,5.0
MyNyHousing,84,115.0,Chelsea,Manhattan,40.74096,-73.99804,Entire home/apt,2,1.0,1 bath,0.0,160.0,4,4.0,4.25,4.0,4.75,5.0,3.5
Wendy,100,2.0,Bedford-Stuyvesant,Brooklyn,40.67974,-73.94275,Private room,2,2.0,2 shared baths,1.0,69.0,96,4.85,4.92,4.83,4.94,4.78,4.86
Andrew,100,1.0,East Harlem,Manhattan,40.80008,-73.93762,Entire home/apt,2,1.0,1 bath,0.0,135.0,16,4.63,4.75,4.13,4.88,4.56,4.25
An Ting,97,3.0,Greenwich Village,Manhattan,40.73087,-73.99784,Entire home/apt,3,1.0,1 bath,1.0,405.0,27,4.59,4.52,4.48,4.81,4.96,4.3
Kristina,71,13.0,Bedford-Stuyvesant,Brooklyn,40.68969,-73.9499,Private room,2,2.0,2 baths,1.0,33.0,1,5.0,4.0,4.0,5.0,4.0,4.0
Cristina,95,6.0,Schuylerville,Bronx,40.8424,-73.82708,Entire home/apt,2,1.0,1 bath,1.0,50.0,28,4.75,4.89,4.82,4.86,4.75,4.71
Zoraida,94,5.0,Longwood,Bronx,40.81376,-73.89935,Shared room,2,1.0,1 shared bath,1.0,100.0,18,4.56,4.78,4.39,4.11,4.44,4.56
Bugra Han,96,81.0,Midtown,Manhattan,40.75587,-73.98161,Private room,2,1.0,1 bath,1.0,115.0,7,4.29,4.57,4.29,5.0,5.0,4.29
Sharon,100,5.0,Jamaica,Queens,40.68187,-73.77619,Entire home/apt,2,1.0,1 bath,1.0,60.0,166,4.82,4.84,4.93,4.92,4.82,4.8
Albert,100,1.0,Astoria,Queens,40.77395,-73.92682,Private room,2,1.0,1 shared bath,1.0,77.0,30,4.7,4.7,4.37,4.77,4.77,4.63
Merle,89,5.0,Hollis,Queens,40.70753,-73.7673,Private room,3,2.0,2 shared baths,2.0,90.0,20,4.85,4.6,4.65,4.85,4.7,4.75
Kaz,78,366.0,Sunnyside,Queens,40.73757,-73.92335,Private room,1,1.0,1 shared bath,1.0,41.0,10,4.7,4.67,4.56,5.0,4.22,4.11
Latif,99,17.0,Crown Heights,Brooklyn,40.67326683033156,-73.93084096459849,Entire home/apt,6,2.0,2 baths,2.0,114.0,30,4.43,4.57,4.37,4.73,4.0,4.43
Thomas,63,21.0,Midtown,Manhattan,40.75611,-73.96589,Entire home/apt,10,3.0,3 baths,4.0,900.0,13,4.92,4.92,5.0,5.0,5.0,4.77
Dusan,88,1.0,Williamsburg,Brooklyn,40.70637,-73.92704,Entire home/apt,2,1.0,1 bath,0.0,114.0,114,4.97,4.99,4.96,5.0,4.84,4.89
Maria,0,3.0,Crown Heights,Brooklyn,40.67377,-73.92823,Entire home/apt,4,2.0,2 baths,2.0,200.0,2,5.0,5.0,5.0,5.0,4.0,5.0
Andrea,100,3.0,Greenpoint,Brooklyn,40.7276,-73.95177,Entire home/apt,8,2.5,2.5 baths,3.0,500.0,6,4.83,4.83,4.83,5.0,4.83,4.83
Nissim,32,5.0,Hell's Kitchen,Manhattan,40.763750159611085,-73.99508354201909,Entire home/apt,2,1.0,1 bath,1.0,95.0,1,5.0,5.0,5.0,5.0,5.0,5.0
CozySuites Copake,99,15.0,Upper East Side,Manhattan,40.7712,-73.95819,Entire home/apt,3,1.0,1 bath,0.0,117.0,6,4.83,4.83,4.5,4.83,5.0,4.17
Daniela,99,1.0,Sunnyside,Queens,40.7447483,-73.92238929999999,Private room,2,1.0,1 shared bath,1.0,115.0,74,4.97,4.97,4.99,4.97,4.92,4.87
Jessie,100,1.0,Upper East Side,Manhattan,40.77998,-73.94929,Entire home/apt,2,1.0,1 bath,0.0,166.0,19,4.89,4.89,4.89,4.95,5.0,4.89
AFI Apartments,81,31.0,Upper East Side,Manhattan,40.77081,-73.95672,Entire home/apt,2,1.0,1 bath,1.0,96.0,18,4.72,4.67,4.83,5.0,4.82,4.5
Hiroki,88,372.0,Jackson Heights,Queens,40.74862737118549,-73.8949799018096,Private room,1,1.0,1 shared bath,1.0,35.0,1,1.0,1.0,1.0,3.0,1.0,1.0
The Benjamin Royal Sonesta New York,96,1.0,Midtown,Manhattan,40.7565,-73.972,Private room,2,1.0,1 shared bath,1.0,238.0,13,4.77,4.92,4.85,4.23,5.0,4.69
Edison,83,7.0,Inwood,Manhattan,40.86674,-73.92249,Private room,1,1.0,1 shared bath,1.0,93.0,1,5.0,4.0,5.0,5.0,5.0,4.0
David,99,3.0,Arverne,Queens,40.59414,-73.79372,Entire home/apt,6,1.0,1 bath,2.0,96.0,23,4.61,4.61,4.74,4.74,4.22,4.65
Hudson River,100,26.0,Hell's Kitchen,Manhattan,40.75533,-73.99858,Private room,4,1.0,1 private bath,1.0,221.0,16,3.63,3.75,3.44,3.94,4.44,3.63
Ronnie,90,6.0,Inwood,Manhattan,40.86269,-73.926,Private room,1,1.0,1 shared bath,1.0,75.0,149,4.81,4.86,4.87,4.86,4.64,4.79
Roseily,100,3.0,Long Island City,Queens,40.7558914,-73.9311481,Private room,1,1.0,1 shared bath,1.0,120.0,17,5.0,4.94,4.94,4.94,5.0,4.94
Charles,100,2.0,Red Hook,Brooklyn,40.6782,-74.01154,Entire home/apt,8,2.0,2 baths,3.0,197.0,128,4.94,4.92,4.87,4.89,4.85,4.83
Nissim,32,5.0,Hell's Kitchen,Manhattan,40.75742582641596,-73.99414324421723,Entire home/apt,2,1.0,1 bath,1.0,85.0,1,5.0,5.0,5.0,3.0,2.0,2.0
Jeanny,29,22.0,Astoria,Queens,40.77108,-73.92052,Private room,1,1.0,1 shared bath,1.0,80.0,19,4.84,4.68,4.84,5.0,4.89,4.74
Skylar,81,3.0,Greenpoint,Brooklyn,40.72496892086341,-73.94907439628285,Entire home/apt,1,1.5,1.5 baths,1.0,140.0,14,4.71,4.86,4.29,5.0,5.0,4.79
Marianny,100,2.0,East New York,Brooklyn,40.67606,-73.87935,Private room,2,1.0,1 private bath,2.0,150.0,335,4.96,4.96,4.97,4.98,4.66,4.95
Teresa,100,3.0,East Village,Manhattan,40.72733,-73.98222,Private room,2,1.0,1 shared bath,1.0,120.0,13,4.92,5.0,4.85,5.0,4.92,4.85
Michael,88,4.0,Upper East Side,Manhattan,40.76926,-73.95732,Private room,1,1.0,1 shared bath,1.0,125.0,19,4.37,4.32,3.63,4.68,4.95,4.47
Karen,0,1.0,Rego Park,Queens,40.73191,-73.86641,Entire home/apt,5,1.5,1.5 baths,2.0,296.0,9,4.89,4.78,4.78,5.0,4.44,4.67
Naa-Sakle,90,1.0,Bedford-Stuyvesant,Brooklyn,40.68183,-73.92113,Private room,4,1.0,1 private bath,1.0,106.0,39,4.77,4.72,4.54,5.0,4.77,4.67
Joanabel,42,8.0,Upper West Side,Manhattan,40.78461953808822,-73.972737643781,Entire home/apt,4,1.0,1 bath,1.0,150.0,9,4.33,4.44,4.67,4.78,4.89,4.11
Love,91,3.0,Bushwick,Brooklyn,40.7046,-73.92206,Private room,1,1.0,1 shared bath,2.0,77.0,10,5.0,5.0,5.0,5.0,5.0,4.9
Michael,99,3.0,St. George,Staten Island,40.64412,-74.08442,Entire home/apt,6,1.0,1 bath,2.0,125.0,76,4.78,4.78,4.87,4.74,4.64,4.75
Marina,100,1.0,West Village,Manhattan,40.73412,-74.00506,Entire home/apt,3,1.0,1 bath,1.0,196.0,48,4.88,4.79,4.85,4.94,5.0,4.73
Gail,61,3.0,Flushing,Queens,40.72666,-73.79265,Entire home/apt,6,2.0,2 baths,3.0,300.0,109,4.76,4.82,4.88,4.83,4.77,4.79
Regine Kate,52,7.0,Hell's Kitchen,Manhattan,40.76279800198189,-73.99077325971005,Entire home/apt,6,1.0,1 bath,3.0,112.0,2,5.0,5.0,5.0,5.0,5.0,5.0
Ivan,88,11.0,Washington Heights,Manhattan,40.83664,-73.93794,Private room,1,1.0,1 shared bath,1.0,39.0,15,4.87,4.8,4.87,4.93,4.2,4.73
Win,99,4.0,East Elmhurst,Queens,40.758,-73.86991,Private room,1,1.0,1 private bath,1.0,65.0,500,4.92,4.94,4.93,4.93,4.65,4.86
Bridgette,96,6.0,St. Albans,Queens,40.69193,-73.76854,Private room,2,1.5,1.5 baths,2.0,115.0,1,4.0,4.0,3.0,5.0,4.0,4.0
Rex,49,6.0,Midtown,Manhattan,40.74602,-73.98907,Private room,1,1.0,1 shared bath,1.0,55.0,12,4.75,4.67,4.58,5.0,5.0,4.83
Kahdeja,97,9.0,Bay Ridge,Brooklyn,40.63298,-74.0295,Private room,2,1.0,1 shared bath,1.0,62.0,3,4.67,5.0,4.0,4.67,5.0,5.0
Jaran,95,5.0,Bedford-Stuyvesant,Brooklyn,40.68495,-73.94131,Entire home/apt,2,1.0,1 bath,1.0,175.0,170,4.92,4.92,4.93,4.98,4.83,4.79
Sara Fay,100,1.0,Upper East Side,Manhattan,40.76192157361409,-73.96016044388999,Entire home/apt,3,1.0,1 bath,2.0,150.0,2,4.5,4.5,4.5,4.5,4.5,4.0
AFI Apartments,81,31.0,Upper East Side,Manhattan,40.77322,-73.95624,Entire home/apt,2,1.0,1 bath,2.0,127.0,8,4.75,4.63,4.63,5.0,5.0,4.63
Karen,98,10.0,Lower East Side,Manhattan,40.72281,-73.99202,Entire home/apt,4,1.0,1 bath,1.0,100.0,8,4.38,4.38,4.25,4.63,4.88,4.63
Rebecca,0,4.0,Upper West Side,Manhattan,40.79913,-73.97153,Entire home/apt,1,1.0,1 bath,2.0,457.0,6,5.0,5.0,4.33,5.0,5.0,4.83
Desmond,100,5.0,Bedford-Stuyvesant,Brooklyn,40.68392,-73.92733,Entire home/apt,2,1.0,1 bath,1.0,120.0,134,4.82,4.84,4.74,4.92,4.72,4.75
NowRa,74,3.0,Flatbush,Brooklyn,40.64796,-73.95497,Entire home/apt,3,1.0,1 bath,1.0,95.0,75,4.72,4.96,4.69,4.85,4.47,4.84
Nadia,89,7.0,Morningside Heights,Manhattan,40.81185247057775,-73.96050975122921,Private room,1,1.0,1 shared bath,1.0,149.0,1,2.0,2.0,2.0,2.0,2.0,1.0
Geoffrey,81,1.0,Ozone Park,Queens,40.67589,-73.85781,Private room,2,1.0,1 private bath,1.0,89.0,256,5.0,4.99,5.0,4.99,4.87,4.96
Kevin,83,2.0,Crown Heights,Brooklyn,40.67063,-73.94804,Private room,1,1.0,1 shared bath,1.0,45.0,3,5.0,5.0,4.67,5.0,5.0,5.0
Sara,88,4.0,Williamsburg,Brooklyn,40.7186,-73.94593,Private room,2,1.0,1 bath,1.0,195.0,73,4.88,4.93,4.88,4.9,4.96,4.78
Nesva Hotel,100,15.0,Long Island City,Queens,40.75331,-73.93501,Private room,3,1.0,1 private bath,1.0,186.0,79,4.43,4.46,4.53,4.32,4.45,4.47
Maria,100,6.0,Harlem,Manhattan,40.81628474491677,-73.94543389241535,Private room,2,1.0,1 private bath,1.0,118.0,38,4.92,4.92,4.89,4.92,4.87,4.84
Tiffany,98,28.0,Chelsea,Manhattan,40.75137,-73.99546,Entire home/apt,2,1.0,1 bath,1.0,499.0,16,4.94,5.0,4.81,5.0,4.88,4.94
Nathan,93,6.0,Hell's Kitchen,Manhattan,40.7577,-73.99196,Entire home/apt,3,1.0,1 bath,1.0,216.0,80,4.78,4.81,4.73,4.94,4.86,4.73
Jocelyn,98,2.0,SoHo,Manhattan,40.72648,-74.00312,Entire home/apt,1,1.0,1 bath,0.0,180.0,40,4.8,4.85,4.6,4.98,5.0,4.75
The Manhattan Club,99,11.0,Midtown,Manhattan,40.76487,-73.98119,Private room,4,1.0,1 private bath,1.0,362.0,177,4.56,4.58,4.77,4.65,4.87,4.55
Richard,92,2.0,Bayside,Queens,40.7623,-73.77426,Entire home/apt,4,1.0,1 bath,1.0,123.0,57,4.91,4.91,4.74,4.98,4.93,4.7
Dawa,92,4.0,East Elmhurst,Queens,40.75669368884095,-73.88898084311245,Private room,2,1.0,1 private bath,1.0,107.0,195,4.65,4.77,4.48,4.76,4.61,4.67
Marisa And Colin,100,1.0,Fort Greene,Brooklyn,40.6974983215332,-73.97722625732422,Entire home/apt,4,1.0,1 bath,3.0,110.0,129,4.67,4.84,4.64,4.95,4.29,4.71
Dariusz,97,2.0,Richmond Hill,Queens,40.696069,-73.8454442,Private room,2,1.0,1 private bath,1.0,112.0,21,4.9,4.95,4.57,4.95,4.62,4.86
George,100,1.0,Crown Heights,Brooklyn,40.67553,-73.94655,Entire home/apt,2,1.0,1 bath,1.0,120.0,33,4.64,4.7,4.58,4.91,4.73,4.64
Darsha,95,9.0,Crown Heights,Brooklyn,40.67535619130162,-73.93317815953982,Private room,1,1.0,1 shared bath,1.0,30.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Amir,100,1.0,Clinton Hill,Brooklyn,40.69396,-73.96976,Entire home/apt,8,2.0,2 baths,3.0,221.0,8,4.13,4.5,4.0,4.25,4.38,4.25
Momoyo,80,299.0,Inwood,Manhattan,40.86569,-73.92409,Private room,2,2.0,2 shared baths,1.0,33.0,1,1.0,3.0,2.0,1.0,3.0,2.0
Latoya,96,1.0,Rosedale,Queens,40.65644419845128,-73.73484073321634,Entire home/apt,3,1.0,1 bath,1.0,119.0,53,5.0,4.98,5.0,5.0,4.91,4.96
Lola,83,2.0,Upper East Side,Manhattan,40.76768,-73.95524,Private room,1,1.0,1 shared bath,1.0,71.0,141,4.73,4.83,4.78,4.87,4.91,4.75
Javier,100,3.0,Bedford-Stuyvesant,Brooklyn,40.67885,-73.9352,Private room,2,1.0,1 shared bath,1.0,125.0,90,4.97,4.89,4.87,4.98,4.67,4.9
Nomad,95,59.0,Midtown,Manhattan,40.74797,-73.98847,Entire home/apt,4,1.0,1 bath,0.0,174.0,139,4.64,4.59,4.65,4.87,4.89,4.51
Cassi,100,7.0,Fort Greene,Brooklyn,40.68786256600811,-73.96961896358555,Entire home/apt,6,2.0,2 baths,3.0,297.0,3,5.0,5.0,5.0,5.0,5.0,4.67
Laura,100,1.0,Inwood,Manhattan,40.86909,-73.9239,Entire home/apt,2,1.0,1 bath,1.0,100.0,166,4.6,4.68,4.47,4.89,4.66,4.65
Jamie,99,2.0,Elmhurst,Queens,40.74333010380151,-73.87430632698342,Entire home/apt,6,1.0,1 bath,2.0,182.0,117,4.85,4.86,4.86,4.86,4.59,4.74
Eldad,87,3.0,Harlem,Manhattan,40.82269,-73.94049,Entire home/apt,6,1.5,1.5 baths,3.0,150.0,79,4.61,4.73,4.63,4.84,4.54,4.61
George,0,4.0,Clinton Hill,Brooklyn,40.68578,-73.96458,Private room,2,1.5,1.5 shared baths,1.0,100.0,58,4.62,4.75,4.67,4.79,4.8,4.73
Andrew,97,12.0,Jamaica Estates,Queens,40.72055,-73.79801,Private room,1,1.5,1.5 shared baths,1.0,50.0,6,5.0,5.0,5.0,5.0,5.0,5.0
Hiroki,88,372.0,Flushing,Queens,40.7562,-73.83342,Private room,2,1.0,1 shared bath,1.0,32.0,1,5.0,4.0,3.0,3.0,3.0,4.0
Nazma,99,4.0,Long Island City,Queens,40.763454839470526,-73.94215800890191,Entire home/apt,3,1.0,1 bath,1.0,214.0,18,4.83,5.0,5.0,5.0,4.28,4.67
Barry,50,47.0,Upper West Side,Manhattan,40.77554,-73.98087,Entire home/apt,3,1.0,1 bath,1.0,131.0,27,5.0,4.96,4.85,5.0,5.0,5.0
Welcome To Excellent Homes,66,18.0,Bushwick,Brooklyn,40.68883880396209,-73.91942149170053,Entire home/apt,2,1.0,1 bath,1.0,199.0,4,5.0,4.75,4.75,4.75,4.75,4.5
Jude,100,12.0,Harlem,Manhattan,40.8174733,-73.94419090000001,Entire home/apt,16,3.0,3 baths,9.0,1068.0,4,5.0,5.0,5.0,5.0,5.0,4.75
CozySuites Copake,99,15.0,Upper East Side,Manhattan,40.7712335573528,-73.9582710236522,Entire home/apt,4,1.0,1 bath,1.0,109.0,1,5.0,5.0,5.0,5.0,5.0,4.0
Eej,72,3.0,Fort Greene,Brooklyn,40.68594,-73.9694,Entire home/apt,2,1.0,1 bath,0.0,155.0,40,4.85,4.75,4.93,4.93,4.9,4.63
Eibhlin,60,49.0,Bedford-Stuyvesant,Brooklyn,40.68797,-73.92652,Private room,1,2.0,2 shared baths,1.0,39.0,2,4.0,4.5,3.5,5.0,4.0,4.5
Angela,100,2.0,Ozone Park,Queens,40.68411,-73.86228,Private room,2,1.0,1 private bath,1.0,55.0,16,4.75,4.75,4.88,4.75,4.88,4.69
Crispy,100,3.0,Maspeth,Queens,40.73382,-73.89302,Private room,1,1.0,1 shared bath,1.0,70.0,39,4.72,4.79,4.54,4.77,4.15,4.62
Quamia,100,4.0,Cambria Heights,Queens,40.69338,-73.73485,Private room,1,1.0,1 shared bath,1.0,97.0,3,5.0,5.0,5.0,5.0,5.0,5.0
Inna,68,57.0,Upper West Side,Manhattan,40.795319,-73.962914,Entire home/apt,4,1.0,1 bath,2.0,128.0,12,4.75,4.5,4.75,5.0,4.83,4.25
Lisa,100,10.0,Theater District,Manhattan,40.75629,-73.98682,Entire home/apt,12,1.0,1 bath,2.0,270.0,4,4.5,4.5,4.75,4.5,4.0,4.5
Vicky,100,3.0,Theater District,Manhattan,40.76212,-73.98152,Private room,4,1.0,1 shared bath,1.0,235.0,126,4.95,4.95,4.93,4.94,5.0,4.94
Jeanette,100,1.0,Williamsburg,Brooklyn,40.71282,-73.93558,Entire home/apt,15,2.0,2 baths,0.0,223.0,23,4.78,4.74,4.83,5.0,4.96,4.74
Julie,100,3.0,Gowanus,Brooklyn,40.66928,-73.99043,Entire home/apt,2,1.0,1 bath,1.0,221.0,43,4.95,5.0,4.95,4.98,4.98,4.86
Lara,100,3.0,South Slope,Brooklyn,40.66416,-73.98353,Entire home/apt,2,1.0,1 bath,1.0,140.0,12,4.92,5.0,4.83,5.0,4.92,4.92
Stephen,50,1.0,Park Slope,Brooklyn,40.66892,-73.98114,Entire home/apt,5,1.0,1 bath,2.0,500.0,9,5.0,4.89,4.89,5.0,5.0,4.78
Alex & Family,0,6.0,Bedford-Stuyvesant,Brooklyn,40.68126,-73.91374,Entire home/apt,6,1.0,1 bath,3.0,140.0,86,4.76,4.85,4.78,4.86,4.41,4.72
Blanca,94,4.0,East Harlem,Manhattan,40.79147,-73.94629,Entire home/apt,2,1.0,1 bath,1.0,115.0,121,4.9,4.97,4.99,4.95,4.67,4.82
Yan Yun,99,2.0,Jackson Heights,Queens,40.75423,-73.857399,Private room,2,1.0,1 shared bath,1.0,85.0,81,4.56,4.63,4.52,4.86,4.46,4.58
Rian,60,1.0,Upper West Side,Manhattan,40.7874,-73.97152,Entire home/apt,1,1.0,1 bath,1.0,10.0,51,4.98,4.98,5.0,5.0,5.0,4.92
Fatima,72,18.0,Lower East Side,Manhattan,40.72081,-73.9898,Entire home/apt,4,1.0,1 bath,2.0,222.0,45,4.69,4.8,4.53,4.8,4.96,4.58
Michael,77,25.0,Chelsea,Manhattan,40.74844,-73.99665,Entire home/apt,2,1.0,1 bath,0.0,96.0,17,4.12,4.41,4.0,4.59,4.65,3.94
Nathan,92,2.0,Bushwick,Brooklyn,40.69176,-73.907,Entire home/apt,4,2.0,2 baths,2.0,190.0,4,5.0,5.0,5.0,5.0,5.0,5.0
Gustavo,99,6.0,Flushing,Queens,40.76696883075528,-73.80152861632281,Private room,1,1.0,1 bath,1.0,84.0,9,5.0,5.0,5.0,5.0,5.0,5.0
